,Name,Review Rate,Review Time,Review Text
159,Shabu Shabu, 2 stars ,4 years ago,Waited ages for the food. We ordered from the menu (no all you can eat) and got ignored for  an hour. After complain food was brought to us after seconds.
160,Shabu Shabu, 4 stars ,4 years ago,"The food is great, service can be lacking sometimes but overall I would definitely recommend it if you are a fan of all you can eat sushi"
161,Shabu Shabu, 1 star ,3 years ago,No information given about the allergens in the food. Very complicated for a gluten intolerant. Waiters were quite unpleasant.
162,Shabu Shabu, 4 stars ,4 years ago,Great all you can eat menu for a budget. Not fancy or highest of quality but price/performance is top notch
163,Shabu Shabu, 4 stars ,3 years ago,"Great food, a little crowded sometimes but other than that it's a great place to fill the sushi craving haha"
164,Shabu Shabu, 3 stars ,4 years ago,The food is ok. Don't expect to be amazed. We were there for Saturday lunch and service was good and fast.
165,Shabu Shabu, 3 stars ,3 years ago,If you think this is actual shabu shabu turn around !! There isn't a hot pot within Kms of this joint. The food isn't bad but not something you necessary want to seek out. :/ 🙄
166,Shabu Shabu, 4 stars ,2 years ago,The sushi here is great. A few exceptions included in the buffet were the miso soup and the ice cream that were both mediocre.
167,Shabu Shabu, 4 stars ,2 years ago,Great sushi food for a reasonable price. Lots of seating possible and spatious table layout.
168,Shabu Shabu, 1 star ,5 years ago,"Terrible and super slow service!!!
Guys...trust me you dont want to waste your well earned money of 30euro to this place @ Shabu Shabu Rembrandtplein.You just only walk out with frustration.
The only plus for this restaurant is the centralized location."
169,Shabu Shabu, 3 stars ,2 years ago,"I asked for a glass of tap water and they refused to give it to me. Saying that it is not possible. Food was decent, service decent."
170,Shabu Shabu, 5 stars ,3 years ago,"Very good sushi, all you can eat for a good price. I also enjoyed the miso soup and ramen in particular."
171,Shabu Shabu, 2 stars ,2 years ago,"Food was great, but she told us we had 2 hours, and after an hour she took away the tablet we ordered food on."
172,Shabu Shabu, 3 stars ,4 years ago,Quite basic menu with nice decorations but you can’t choose your seat anyway. Funny that it’s called shabushabu but they don’t provide shabushabu...
173,Shabu Shabu, 1 star ,2 years ago,Mice running through the restaurant. And the owner didnt care. He said post the review on Facebook and Google maps. Guess the money was more important than the service. 🙄
174,Shabu Shabu, 2 stars ,3 years ago,"The table, menu, soy bottle and tablet everything was sticky (before we started with dinner). Please clean you're tables. Food was OK."
175,Shabu Shabu, 3 stars ,5 years ago,"Just what you expect from an all-you-can-eat sushi place. ""OK"" food but nothing noteworthy, same can be had anywhere in town"
176,Shabu Shabu, 5 stars ,4 years ago,"Delicious food! Chicken was tasty and crunchy, so was vegetables. Awesome and kind service. Worth visiting!"
177,Shabu Shabu, 4 stars ,2 years ago,"all you can eat a la card -when dreams come true :) although the quality is ok-ish, still worth going there."
178,Shabu Shabu, 3 stars ,2 years ago,"Lovely restaurant, great food ... until a mouse came right under our table and well.. that was the end of our dinner..."
179,Shabu Shabu, 4 stars ,5 years ago,Great for and service. Make sure to order what you want to eat only! Very handy to order with a tablet
180,Shabu Shabu, 3 stars ,2 years ago,"The food was good, i just wish there were more vegan options"
181,Shabu Shabu, 5 stars ,2 years ago,Ordering using a tablet at your table. The taste is great. Would recommend.
182,Shabu Shabu, 4 stars ,4 years ago,"Consistently had a good experience in this restaurant. Food is tasty and seems fresh, service is quick."
183,Shabu Shabu, 5 stars ,3 years ago,"I highly recommend them. We go almost every month there. The food is great, the service is even better."
184,Shabu Shabu, 5 stars ,3 years ago,Loved this. Ordering from a tablet and it arrives in minutes
185,Shabu Shabu, 4 stars ,5 years ago,Nice sushi place. Has an open and spacious setting. All you can eat sushi and desert.
186,Shabu Shabu, 1 star ,5 years ago,"Bad quality sushi .. Sure it's all you can eat but why would you eat here

Just do yourself a favour and skip this one"
187,Shabu Shabu, 2 stars ,5 years ago,"Rude service, will not serve tap water even if you have a large food and drink bill. Food is okay but expensive."
188,Shabu Shabu, 4 stars ,3 years ago,"very nice food, but they should put people with children in a separate corner. crying babies ruin my appetite"
189,Shabu Shabu, 1 star ,3 years ago,"Sat down and ordered water. Water here is €6,45. This restaurant is not Shabu Shabu either. It's all just sushi."
190,Shabu Shabu, 5 stars ,4 years ago,"Took the open sushi offer, nice, clean, calm, good staff, delicious food, the deserts are better than the sushi :)."
191,Shabu Shabu, 4 stars ,2 years ago,"For all you can eat, Taste and choice better than sumo. Well of course expensive."
192,Shabu Shabu, 5 stars ,2 years ago,"Great ALL you can eat place! Special niguirisushis, unagui, salmon gunkan and octupus. Loved It!!"
193,Shabu Shabu, 1 star ,3 years ago,"Too bad. Poor service, bad food. A system that has tried to be modern but is pure control. Exaggerated prices. Never again."
194,Shabu Shabu, 4 stars ,2 years ago,"Good all u can eat sushi , not the best , bit commercial but for what you pay for its a good deal"
195,Shabu Shabu, 5 stars ,4 years ago,"Great food, good portions in the all you can eat and an unlimited desert bar."
196,Shabu Shabu, 4 stars ,2 years ago,Still nice food but they really need to upgrade the dessert station.
197,Shabu Shabu, 1 star ,5 years ago,"Plain horrible. Horrible slow service, horrible food, ultra busy. They closed the one in Heineken Plein which was quite decent. This is a one mistake and never again ever."
198,Shabu Shabu, 4 stars ,3 years ago,"Expensive but very nice food. You order on a tablet and they bring you your food, very modern."
199,Shabu Shabu, 4 stars ,3 years ago,"Great food.
Tablet menu.
I've cream (but it's so cold it's barely possible to get some)"
200,Shabu Shabu, 1 star ,2 years ago,not really all you can eat..  you can only order 4 pieces of sushi per person every 10 min and have a seating limit of 2 hours.... imaging going to a restaurant starving and waiting for 4 small pieces of sushi every 10 min. …
201,Shabu Shabu, 2 stars ,2 years ago,"Food was great, but she told us we had 2 hours, and after an hour she took away the tablet we ordered food on."
202,Shabu Shabu, 2 stars ,3 years ago,"They serve frozen food here. That should tell you about their quality. The drinks are not inclusive, ridiculously expensive and they don't offer free tap water, which in my opinion every good restaurant should. I mean you could easily just …"
203,Shabu Shabu, 5 stars ,4 years ago,"Great food, good portions in the all you can eat and an unlimited desert bar."
204,Shabu Shabu, 1 star ,5 years ago,"Terrible and super slow service!!!
Guys...trust me you dont want to waste your well earned money of 30euro to this place @ Shabu Shabu Rembrandtplein.You just only walk out with frustration.
The only plus for this restaurant is the centralized location."
205,Shabu Shabu, 3 stars ,5 years ago,"It's called Shabu Shabu but they don't serve shabu shabu style food - just so you know. It's an ""all"" you can eat sushi place (for lunch we could order up to five rounds of five dishes per person per round -- we only made it to round 3 before we were full). The food was good and service fast."
206,Shabu Shabu, 1 star ,2 years ago,Prices are high for what they serve to you.  The udon noodles I asked for were heated in the microwave and when I asked to change them they wanted to charge me more.  3 pieces of sushi for 4-6 euro is extremely expensive. Don't recomend this place.
207,Shabu Shabu, 3 stars ,4 years ago,Fast service and nice decor. Huge place but the food wasn't that great and a bit pricy
208,Shabu Shabu, 5 stars ,2 years ago,"Good vibe, amazing food and friendly staff!!"
209,Shabu Shabu, 1 star ,5 years ago,"Avoid this place. The food is tasteless. The service is horrible. Even when the place is completely empty, you will still have to wait about 1 hour on your food. Often this place is empty, so expect they will close if they don't improve soon."
210,Shabu Shabu, 5 stars ,2 years ago,I recommend every one to eat at shabu shabu  because the  food is good and nice.  Good customer service. 👍
211,Shabu Shabu, 3 stars ,4 years ago,Fast service and nice decor. Huge place but the food wasn't that great and a bit pricy
212,Shabu Shabu, 5 stars ,2 years ago,Shabu Shabu all you can eat .they use fresh material and good service
213,Shabu Shabu, 4 stars ,4 years ago,My favourite sushi chain. But in this restaurant they are slow with the service.
214,Shabu Shabu, 4 stars ,4 years ago,Great food and great service. The lunch price is also very accessible!
215,Shabu Shabu, 3 stars ,2 years ago,10 minute gap between orders doesn't  work well if you are eating alone and dont want to hang around.
216,Shabu Shabu, 5 stars ,2 years ago,Pretty awesome. Really enjoyed the food quality and the choice variety 👌
217,Shabu Shabu, 5 stars ,2 years ago,"If you like sushis, great all you can eat!"
218,Shabu Shabu, 4 stars ,2 years ago,"Very nice food, a bit unpersonal staff"
219,Shabu Shabu, 4 stars ,4 years ago,"Waiters were kind, fish is fresh, good food in general."
220,Shabu Shabu, 4 stars ,4 years ago,"Good food, nice employees, what else you want? Prices ok too."
221,Shabu Shabu, 5 stars ,3 years ago,Excellent food. Super price. Nice atmosphere.
222,Shabu Shabu, 2 stars ,4 years ago,Only all-you-can-eat option. The sushi was not very good.
223,Shabu Shabu, 4 stars ,4 years ago,Very yummy all you can eat sushi buffet!
224,Shabu Shabu, 1 star ,2 years ago,My GF hated it .. good food very bad service
225,Shabu Shabu, 5 stars ,2 years ago,The food is so good I always hate myself after because I can't stop eating
226,Shabu Shabu, 5 stars ,5 years ago,"Great service and great food 💕💕💕 It wasn't that long like others have said.
Love xx 😋"
227,Shabu Shabu, 3 stars ,2 years ago,"They put cream in the sushi so you fill up faster, not that great"
228,Shabu Shabu, 3 stars ,2 years ago,very nice place. but food wasnt as tasty as expected.
229,Shabu Shabu, 4 stars ,2 years ago,Fish quality is good
230,Shabu Shabu, 2 stars ,3 years ago,"They need more waiters, when the place is full the orders get late easily"
231,Shabu Shabu, 5 stars ,6 years ago,"Great menu, friendly and very fast service, nice atmosphere"
232,Shabu Shabu, 5 stars ,3 years ago,Incredible food and service. Very delicious and tasty dishes
233,Shabu Shabu, 5 stars ,3 years ago,"Decent food, good location and service. Many options for vegetarians"
234,Shabu Shabu, 3 stars ,2 years ago,it was cold and windy place. not all we ordered we got in the end.
235,Shabu Shabu, 1 star ,6 years ago,Terrible service sat for 20 minutes before anyone came to our table. Food is just ok.
236,Shabu Shabu, 5 stars ,4 years ago,"So good! I like the system, the food, even the price is not too high."
237,Shabu Shabu, 4 stars ,2 years ago,"Good place to eat sushi,  luckily also some meet"
238,Shabu Shabu, 4 stars ,2 years ago,"Great food, fast service, sadly no fries."
239,Shabu Shabu, 4 stars ,3 years ago,Really nice lunch menu with cool tablet to order on demand
240,Shabu Shabu, 4 stars ,2 years ago,Nice sushi and really a smart way to order on an iPad 😁
241,Shabu Shabu, 1 star ,4 years ago,Slow and unattentive service. Asked 6 times for something that I ordered and it was never served. Chaos.
242,Shabu Shabu, 3 stars ,4 years ago,"When you plan to eat here on a busy evening, accept a very slow service and even cold dishes that should have been warm"
243,Shabu Shabu, 4 stars ,2 years ago,One of the Best and Fastest sushi place in Amsterdam
244,Shabu Shabu, 5 stars ,3 years ago,"Fast service, Good quality food and a beautiful place to have dinner at."
245,Shabu Shabu, 5 stars ,4 years ago,Best place to eat and verry friendly girl from bulgaria behind the bar she is the best of Shabu Shabu.
246,Shabu Shabu, 4 stars ,4 years ago,A good sushi place. Consistent good quality and service.
247,Shabu Shabu, 5 stars ,2 years ago,Definetly a place to visit IF you want to try the real deal when it comes to pizzas
248,Shabu Shabu, 3 stars ,3 years ago,"Food was alright, small tables. Price quality wise, so so."
249,Shabu Shabu, 5 stars ,3 years ago,"Very good food! Service was very fast and efficient,"
250,Shabu Shabu, 4 stars ,3 years ago,It was OK. I've had better and I've had worse but good value for money.
251,Shabu Shabu, 4 stars ,5 years ago,"Tasty food, easy ordering with the iPad, not too expensive!"
252,Shabu Shabu, 5 stars ,5 years ago,Lovely and fast! Friendly staff and the food was delicious!
253,Shabu Shabu, 3 stars ,3 years ago,"Decent sushi, good selection of different things."
254,Shabu Shabu, 5 stars ,3 years ago,"Friendly staff, good food and affordable prices."
255,Shabu Shabu, 3 stars ,4 years ago,"Food is nice ... Staff : sometimes I'm lucky, sometimes I'm not  ..."
256,Shabu Shabu, 2 stars ,2 years ago,Food taste not good .. service is weak and slow
257,Shabu Shabu, 5 stars ,4 years ago,Love the sushi here! Way better than sumo
258,Shabu Shabu, 5 stars ,3 years ago,"Great experience, and the sushi is amazing ❤️"
259,Shabu Shabu, 5 stars ,2 years ago,Amazing all you can eat
260,Shabu Shabu, 4 stars ,3 years ago,"Expensive but very nice food. You order on a tablet and they bring you your food, very modern."
261,Shabu Shabu, 4 stars ,4 years ago,My favourite sushi chain. But in this restaurant they are slow with the service.
262,Shabu Shabu, 5 stars ,3 years ago,Best sushi place ever visited!
263,Shabu Shabu, 5 stars ,6 years ago,"Great menu, friendly and very fast service, nice atmosphere"
264,Shabu Shabu, 4 stars ,3 years ago,"Big and central located, good food, worth paying a visit."
265,Shabu Shabu, 5 stars ,3 years ago,"Decent food, good location and service. Many options for vegetarians"
266,Shabu Shabu, 5 stars ,4 years ago,"So good! I like the system, the food, even the price is not too high."
267,Shabu Shabu, 5 stars ,4 years ago,Omg the sushi was top quality with a good amount.
268,Shabu Shabu, 5 stars ,3 years ago,"Our favorite place
One of the best restaurant in Amsterdam"
269,Shabu Shabu, 5 stars ,4 years ago,Best place to eat and verry friendly girl from bulgaria behind the bar she is the best of Shabu Shabu.
270,Shabu Shabu, 4 stars ,5 years ago,Prima all you can eat sushi.
271,Shabu Shabu, 5 stars ,2 years ago,"Good vibe, amazing food and friendly staff!!"
272,Shabu Shabu, 5 stars ,3 years ago,All you can eat Asian restaurant in Amsterdam
273,Shabu Shabu, 5 stars ,3 years ago,"Our favorite place
One of the best restaurant in Amsterdam"
274,Shabu Shabu, 5 stars ,3 years ago,Tasted great! Not too expensive.
275,Shabu Shabu, 5 stars ,4 years ago,Omg the sushi was top quality with a good amount.
276,Shabu Shabu, 5 stars ,3 years ago,Its really calm and soothing here with some great food.
277,Shabu Shabu, 5 stars ,3 years ago,Fresh efficient and extremely DELICIOUS. You won't be disappointed
278,Shabu Shabu, 4 stars ,3 years ago,"Big and central located, good food, worth paying a visit."
279,Shabu Shabu, 4 stars ,2 years ago,Great place to eat and friendly personnel.
280,Shabu Shabu, 4 stars ,3 years ago,"Fast service, good selection of food."
281,Shabu Shabu, 4 stars ,4 years ago,Lovely sushi and excellent service
282,Shabu Shabu, 3 stars ,3 years ago,A little bit expensive for the quality of the food.
283,Shabu Shabu, 3 stars ,5 years ago,Some days are good some are bad but unlimited icecream bar
284,Shabu Shabu, 4 stars ,2 years ago,Eat all you can very fine!
285,Shabu Shabu, 1 star ,3 years ago,Why call the place Shabu Shabu if you don’t offer it on the menu??
286,Shabu Shabu, 4 stars ,3 years ago,All you can heat with good quality food
287,Shabu Shabu, 5 stars ,3 years ago,Good food and very fast service.
288,Shabu Shabu, 5 stars ,2 years ago,"god atmosphere snd food, you have to go hungry"
289,Shabu Shabu, 1 star ,5 years ago,Food is fine but the customer service is horrible
290,Shabu Shabu, 1 star ,3 years ago,This place is a sushi cantine with huge prices.
291,Shabu Shabu, 5 stars ,3 years ago,Very good food and quick service
292,Shabu Shabu, 5 stars ,3 years ago,Excellent value for money in the heart of amsterdam
293,Shabu Shabu, 4 stars ,3 years ago,Good food👍👍👍nice staff!
294,Shabu Shabu, 5 stars ,2 years ago,Awesome sushi place in Amsterdam
295,Shabu Shabu, 1 star ,3 years ago,Very poor service and the food was cold.
296,Shabu Shabu, 1 star ,4 years ago,"Made both my wife and I very very sick.
Avoid"
297,Shabu Shabu, 4 stars ,3 years ago,All you can eat
298,Shabu Shabu, 5 stars ,2 years ago,"Good food, fast service"
299,Shabu Shabu, 5 stars ,3 years ago,Absolutely great food!
300,Shabu Shabu, 5 stars ,2 years ago,Good service. Tasty food.
301,Shabu Shabu, 5 stars ,5 years ago,Very nice. Good food.
302,Shabu Shabu, 5 stars ,3 years ago,Nice restaurant good food and good service
303,Shabu Shabu, 5 stars ,5 years ago,"Excellent Food, nice service"
304,Shabu Shabu, 5 stars ,3 years ago,"Amazing, the food is so good"
305,Shabu Shabu, 3 stars ,4 years ago,The food is o.k. the service is not.
306,Shabu Shabu, 1 star ,2 years ago,Really lousy and disappointed. No star
307,Shabu Shabu, 5 stars ,5 years ago,One of the best restaurants in Amsterdam
308,Shabu Shabu, 5 stars ,3 years ago,"Best culinary experience of my life! Sushi and Grill buffet. Wow! I thought it was only Sushi, but there was so much more to choose from. It was absolutely amazing! And to end it off they had a dessert buffet as well!"
309,Shabu Shabu, 4 stars ,2 years ago,Very nice place and quick service
310,Shabu Shabu, 5 stars ,2 years ago,Good food
311,Shabu Shabu, 4 stars ,3 years ago,"Good food, relatively expensive"
312,Shabu Shabu, 5 stars ,5 years ago,Super food's ☝🏼️top location and service !👍🏼
313,Shabu Shabu, 1 star ,6 years ago,Bad restaurant wouldn't recommend it
314,Shabu Shabu, 5 stars ,3 years ago,Fast service - tasty food
315,Shabu Shabu, 4 stars ,3 years ago,good sushi good meat
316,Shabu Shabu, 5 stars ,4 years ago,Very good
317,Shabu Shabu, 2 stars ,4 years ago,Food not as fresh as expected
318,Shabu Shabu, 5 stars ,2 years ago,Everything is very good 😊
319,Shabu Shabu, 3 stars ,3 years ago,Its ok !
320,Shabu Shabu, 5 stars ,3 years ago,Nice restaurant and nice service
321,Shabu Shabu, 4 stars ,2 years ago,Very tasty food
322,Shabu Shabu, 2 stars ,3 years ago,Lunch is too greasy.
323,Shabu Shabu, 5 stars ,3 years ago,Delish!
324,Shabu Shabu, 1 star ,4 years ago,too awful
325,Shabu Shabu, 2 stars ,5 years ago,Not good
326,Shabu Shabu, 4 stars ,4 years ago,Great food. Food service.
327,Shabu Shabu, 5 stars ,3 years ago,Super top.... restaurant...😍😍😍😘
328,Shabu Shabu, 4 stars ,3 years ago,Great!
329,Shabu Shabu, 5 stars ,3 years ago,Great value and service
330,Shabu Shabu, 4 stars ,5 years ago,Tasty shop. Slow service
331,Shabu Shabu, 3 stars ,3 years ago,All in all ok experience.
332,Shabu Shabu, 5 stars ,3 years ago,The food was fantastic
333,Shabu Shabu, 5 stars ,4 years ago,awesome food and service
334,Shabu Shabu, 5 stars ,4 years ago,Great sushi!
335,Shabu Shabu, 1 star ,3 years ago,No dogs allowed....
336,Shabu Shabu, 5 stars ,3 years ago,Best sushi place ever visited!
337,Shabu Shabu, 4 stars ,4 years ago,Nice !
338,Shabu Shabu, 2 stars ,4 years ago,Not the best shusi.
339,Shabu Shabu, 2 stars ,2 years ago,Poor taste sushi
340,Shabu Shabu, 5 stars ,3 years ago,Delicious
341,Shabu Shabu, 5 stars ,3 years ago,Fantastic
342,Shabu Shabu, 4 stars ,3 years ago,Cool
343,Shabu Shabu, 5 stars ,5 years ago,Delicious
344,Shabu Shabu, 5 stars ,2 years ago,love this place!!
345,Shabu Shabu, 4 stars ,5 years ago,good
346,Shabu Shabu, 5 stars ,3 years ago,Great food
347,Shabu Shabu, 3 stars ,4 years ago,"Food is okay. Not amazing, certainly not bad. Not too crazy about the interior, but that's just me."
348,Shabu Shabu, 5 stars ,2 years ago,Delicious!
349,Shabu Shabu, 5 stars ,3 years ago,Very good!!!!
350,Shabu Shabu, 4 stars ,2 years ago,Little expensive
351,Shabu Shabu, 5 stars ,3 years ago,Excellent !!
352,Shabu Shabu, 5 stars ,3 years ago,FAST!!!Food.....
353,Shabu Shabu, 5 stars ,3 years ago,Outstanding!!!
354,Shabu Shabu, 5 stars ,2 years ago,Super .....
355,Shabu Shabu, 3 stars ,2 years ago,"(Translated by Google) There were Korean foods and Japanese people could enjoy. Shops that offer a lot from lunchtime are rare in All You Can Eat, so that alone is the reason to choose here. …"
356,Shabu Shabu, 4 stars ,4 years ago,(Translated by Google) Sushi was delicious and we were really full. Unfortunately we did not get any ginger that actually belongs to sushi. The price of 28.90 € without drinks is reasonable because you can eat as much as you like for 2 …
357,Shabu Shabu, 4 stars ,2 years ago,"(Translated by Google) No visit to Amsterdam without dinner at ShabuShabu.
Delicious and good sushi, 2 hours all you can eat. Order via tablet. …"
358,Shabu Shabu, 5 stars ,2 years ago,"(Translated by Google) Delicious all you can eat restaurant with Japanese food! Ordered via a tablet, the service is fast and courteous. The map is also available in English. The food is delicious and fresh. The all you can eat costs at …"
359,Shabu Shabu, 4 stars ,2 years ago,"(Translated by Google) Prior to a show in the Kleine Komedie we came to eat here because: sushi is always good! And indeed, again very tasty and eaten a lot. At a certain point it became quieter and the ladies didn't seem to have much to …"
360,Shabu Shabu, 5 stars ,2 years ago,"(Translated by Google) Delicious eaten and many different kinds of sushi dishes. cozy atmosphere, sushi was always brought quickly. I definitely want to eat again. …"
361,Shabu Shabu, 1 star ,3 years ago,(Translated by Google) THE WORST SUSHI OF MY LIFE: I ended up in this all you can eat restaurant with my girlfriend by chance during the gay pride because the parade blocked all the streets and it was difficult to find a place where it was …
362,Shabu Shabu, 4 stars ,a year ago,"(Translated by Google) One of the best Asian restaurants I have been to, good food is cooked to order.
As for the quality of service remains to be reviewed, a lot of forgetting, order …"
363,Shabu Shabu, 5 stars ,3 years ago,"(Translated by Google) Very good value for money, well decorated place and very fast service, they give you a tablet where you order, I chose the option to eat all you want for € 18.50 per person, you order by rounds, the only requirement …"
364,Shabu Shabu, 4 stars ,2 years ago,"(Translated by Google) Good choice of food at will, fast and interactive order via a tablet. Fresh produce and well cooked rice. Only downside, you have to wait 10 minutes between each order. It was a beautiful discovery. …"
365,Shabu Shabu, 4 stars ,3 years ago,"(Translated by Google) We went to see the statues on Rembrandt Square. When the weather was ice, we wanted to warm up and feed our stomach. Incidentally, this is the place we found on the square. Highly recommend for Chinese, Korean, …"
366,Shabu Shabu, 4 stars ,2 years ago,"(Translated by Google) Smooth, fast service. Also delicious vega sushi! Down a little chill .. Better up next time. …"
367,Shabu Shabu, 5 stars ,4 years ago,"(Translated by Google) ""5 course"" sushi at its best! Spacious with space, quick operation, quick orders mlm every dish! There is no better sushi food! Lots to choose from 😋😋😍 …"
368,Shabu Shabu, 5 stars ,2 years ago,"(Translated by Google) Delicious eaten .... All you eat formula ...

(Original) …"
369,Shabu Shabu, 5 stars ,4 years ago,"(Translated by Google) Delicious sushi, very fast service and downstairs you are a lot quieter (recommended). Drink strongly at the price. …"
370,Shabu Shabu, 2 stars ,4 years ago,"(Translated by Google) High prices
There are many more things to add money …"
371,Shabu Shabu, 5 stars ,5 years ago,(Translated by Google) Delicious sushi and very fast service and ordering was very easy with the tablet. …
372,Shabu Shabu, 4 stars ,2 years ago,"(Translated by Google) A good Japanese restaurant, unconventional. You have 2 hours for dinner, a tablet to order, 4 plates (small) per person, and once ordered, you have to wait 10 minutes to order again. The dishes arrive very quickly …"
373,Shabu Shabu, 5 stars ,2 years ago,"(Translated by Google) Great sushi good value for money. I also liked the ordering system, all online via tablet. The all you can taste buffet for lunch lasts 2 hours and can be ordered every 10 minutes. …"
374,Shabu Shabu, 4 stars ,2 years ago,"(Translated by Google) I recommend visiting with arms and legs. Very tasty. We went to Amsterdam for Christmas, so the price is slightly higher than on a normal day - 38 € per person. Great choice: sushi, rolls, salads, soups, meat yum yum. …"
375,Shabu Shabu, 3 stars ,2 years ago,"(Translated by Google) Sushi always great. Location very large.

(Original) …"
376,Shabu Shabu, 3 stars ,2 years ago,"(Translated by Google) The place looks good. All you can eat from 29.80 euros with a maximum order of 4 dishes every 10 minutes and with a maximum time of just under 2 hours. The pieces, however, are single for each portion except for …"
377,Shabu Shabu, 1 star ,3 years ago,"(Translated by Google) The food is not good at all and it is not fresh. During my visit with my friends we saw a mouse walking through the restaurant. The manager is annoying and slow to bring the bill. The waiters, on the other hand, are …"
378,Shabu Shabu, 1 star ,2 years ago,(Translated by Google) Had dinner here yesterday with 8 men for a birthday. After almost 45 minutes at the table we finally received our drinks after repeatedly asking. The food was already on the table and some of the things that should …
379,Shabu Shabu, 4 stars ,3 years ago,(Translated by Google) Reserved at half past eight and something for half past eight. Immediately collected in the lounge and received a spot within 1 minute. Food often came within a few minutes after ordering and had a good quality. It is …
380,Shabu Shabu, 3 stars ,2 years ago,"(Translated by Google) The sushi (I only tried the vegetarian) was good, the other food rather mediocre. Downstairs it was quite crowded, the 2er tables are close to each other and for a reason that I have not quite understood we were not …"
381,Shabu Shabu, 2 stars ,2 years ago,(Translated by Google) Most dishes were cold or not cooked. Location is fine and decor too. Staff is friendly only most speak no Dutch. …
382,Shabu Shabu, 3 stars ,3 years ago,"(Translated by Google) Staff are very friendly and come to your table quickly if you wish something. If you have made a choice via the tablet, it is usually at the table within one minute, so that you have the feeling that you have to leave …"
383,Shabu Shabu, 4 stars ,3 years ago,"(Translated by Google) As a regular customer I like to come to shabu shabu and as always I am very satisfied.
Price quality is really okay and since the new menu it is really recommended. …"
384,Shabu Shabu, 5 stars ,3 years ago,(Translated by Google) I eat here regularly. What a top service from both the waiters and managers. Always a nice experience and also a very cozy and atmospheric restaurant. The food is of very good quality. Friendly assistant …
385,Shabu Shabu, 4 stars ,2 years ago,"(Translated by Google) Called half an hour before arrival or there was room for 16 people and luckily we could go there.
It is a beautiful restaurant with a nice ambiance and the food is also very …"
386,Shabu Shabu, 5 stars ,3 years ago,"(Translated by Google) Have been to many sushi restaurants, this is one of the highlights!
You are not close together, lots of space. Wide choice of dishes. …"
387,Shabu Shabu, 3 stars ,2 years ago,"(Translated by Google) It's fine for once but a little expensive for the quality they offer. The sushi was not bad.
The very poor dessert. …"
388,Shabu Shabu, 2 stars ,2 years ago,"(Translated by Google) Sushi just wasn't tasty. Also fell apart before you could pick it up ...
Furthermore, a lot of comments on the map that you could not order for all kinds …"
389,Shabu Shabu, 1 star ,3 years ago,"(Translated by Google) How bad this was.
- price quality poor
- hot dishes like udon noodles/ salmon were cold. …"
390,Shabu Shabu, 2 stars ,2 years ago,(Translated by Google) You need to do it for the ambiance. Feeding shed position is on. The sushi is also not really good and is bursting with sweet sauces and cream cheese. Always a great way to mask the inferior quality. Service is …
391,Shabu Shabu, 5 stars ,5 years ago,"(Translated by Google) Fantastic sushi, great ""service"" via the tablet.

(Original) …"
392,Shabu Shabu, 4 stars ,2 years ago,"(Translated by Google) The four of us arrived in the middle of the bustle, were well guided at the table by the young man who stood downstairs. We only had 1 hour left to order, first we had some doubts about how quickly we had to order and …"
393,Shabu Shabu, 1 star ,3 years ago,(Translated by Google) That was once and never again unfortunately. Had a reservation for 7:00 pm we were right on time then we were allowed to wait 15min at the reception .. then another 20min wait at the bar to clean our table. After that …
394,Shabu Shabu, 5 stars ,4 years ago,"(Translated by Google) Excellent all you can eat. Really vast and well-stocked menu. Quality of the dishes good, excellent if compared to the price (28-29 € in the evening, 21 € for lunch). Ordered with the tablet, maximum 5 courses per …"
395,Shabu Shabu, 1 star ,3 years ago,"(Translated by Google) Had I eaten here before and it was good, fast and enjoyable. …"
396,Shabu Shabu, 5 stars ,4 years ago,"(Translated by Google) One of the best sushi restaurant I have eaten so far. The table was neatly clean and the food was good. The service was very friendly and took the time to answer some questions about the dishes. As usual, I had a bad …"
397,Shabu Shabu, 5 stars ,3 years ago,"(Translated by Google) The best establishment! Very strange rules, but the food is delicious and you can try everything. We left here, barely dragging our feet. )) …"
398,Shabu Shabu, 4 stars ,2 years ago,"(Translated by Google) Good restaurant. The service is great and the food is tasty too. A pity about the desserts. The ice creams seem to be mixed with water, so it lacks some flavor. But otherwise all the food is great. You get it quickly …"
399,Shabu Shabu, 1 star ,3 years ago,(Translated by Google) Bad! Had to wait more than half an hour for our drinks to arrive. (1st round food was already finished) Sushi was not tasty and the hot dishes bland. One of the employees made a stupid comment and we were already done …
400,Shabu Shabu, 5 stars ,4 years ago,(Translated by Google) Lots of choice. All you can taste for a low price. Easy ordering via a tablet. …
401,Shabu Shabu, 2 stars ,4 years ago,"(Translated by Google) Most dishes ok. But some fried dishes that were supposed to be crunchy were certainly not and also tasteless. We also had to wait 2 times 30 minutes for our dishes and that is very long if you ""only"" have 2 hours. We …"
402,Shabu Shabu, 3 stars ,2 years ago,"(Translated by Google) You can customize the food you want to eat.
However, the food is a bit sweet and the soup is very small and the ramen soup is not recommended. …"
403,Shabu Shabu, 4 stars ,3 years ago,(Translated by Google) The tables are a bit too small. The toilets are little bit far. There was not much variety. Food was fine. Drink was good too. Half price for kids. Clearing is fast operation is within 10 minutes. We will definitely …
404,Shabu Shabu, 2 stars ,4 years ago,(Translated by Google) Nice shushi tent eye spacious and neat! Compared to other shushi restaurants it lacks some atmosphere in my opinion. Tides are served quickly TOP! …
